Region,Codigo region,Comuna,Codigo comuna,Poblacion,2020-10-05,2020-10-12,2020-10-19,2020-10-26,2020-11-02,2020-11-09,2020-11-16,2020-11-23,2020-11-30,2020-12-07,2020-12-14,2020-12-21,2020-12-28,2021-01-04,2021-01-11,2021-01-18,2021-01-25,2021-02-01,2021-02-08,2021-02-15,2021-02-22,2021-03-01,2021-03-08,2021-03-15,2021-03-22,2021-03-29,2021-04-05,2021-04-12,2021-04-19,2021-04-26,2021-05-03,2021-05-10,2021-05-17,2021-05-24,2021-05-31,2021-06-07,2021-06-14,2021-06-21,2021-06-28,2021-07-05,2021-07-12,2021-07-19,2021-07-26,2021-08-02,2021-08-09,2021-08-16,2021-08-23,2021-08-30,2021-09-06,2021-09-13,2021-09-20,2021-09-27,2021-10-04,2021-10-11,2021-10-18,2021-10-25,2021-11-01,2021-11-08,2021-11-15,2021-11-22,2021-11-29,2021-12-06,2021-12-13,2021-12-20,2021-12-27,2022-01-03,2022-01-10,2022-01-17,2022-01-24,2022-02-01,2022-02-08,2022-02-15,2022-02-22,2022-03-01,2022-03-08,2022-03-15,2022-03-22,2022-03-29,2022-04-05,2022-04-12,2022-04-19,2022-04-26
La Araucania,9.0,Padre Las Casas,9112.0,82110.0,44,73,64,116,95,89,95,121,131,122,114,122,131,108,148,138,189,187,147,189,213,261,262,333,354,375,313,324,290,358,265,206,209,176,221,168,136,170,135,99,67,68,48,65,26,10,8,12,14,10,12,11,11,13,9,8,26,29,32,49,54,50,44,63,36,53,90,156,304,689,734,733,550,564.0,422.0,353.0,290.0,191.0,89.0,62.0,40.0,44
La Araucania,9.0,Perquenco,9113.0,7223.0,1,16,11,10,16,5,14,6,13,7,18,13,17,25,26,33,20,13,12,14,8,12,12,29,26,40,26,26,17,50,39,24,20,23,18,28,14,11,13,8,13,3,5,1,-,6,2,1,-,-,-,-,-,-,1,-,1,3,3,12,13,-,-,6,1,3,-,6,22,50,64,49,86,81.0,67.0,33.0,55.0,32.0,23.0,25.0,2.0,3
La Araucania,9.0,Pitrufquen,9114.0,26096.0,28,13,17,23,27,12,7,4,15,17,31,39,24,23,44,29,41,45,22,33,43,106,154,127,121,93,106,123,57,67,66,68,51,63,92,89,85,85,73,47,34,26,14,17,7,7,1,1,2,1,-,-,3,1,4,15,4,-,-,8,3,1,1,5,5,2,6,31,46,156,240,286,316,324.0,288.0,250.0,196.0,88.0,51.0,31.0,14.0,12
La Araucania,9.0,Pucon,9115.0,29782.0,15,24,38,33,11,12,9,14,23,22,30,41,32,49,56,72,152,82,78,84,58,37,45,44,55,63,75,80,69,60,44,42,74,94,136,158,181,165,88,107,64,43,25,27,19,4,10,11,15,12,7,1,6,3,3,12,10,19,17,20,19,12,10,-,0,22,67,101,197,391,-,-,-,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
La Araucania,9.0,Saavedra,9116.0,12793.0,28,30,21,17,4,13,10,10,12,13,12,12,18,41,46,34,29,23,42,34,37,44,44,48,40,51,23,20,23,31,23,32,25,27,59,63,51,45,33,21,25,9,8,2,1,-,6,5,1,2,1,3,2,1,-,2,6,4,2,2,11,2,5,5,1,-,12,18,45,86,139,194,158,159.0,82.0,37.0,35.0,27.0,6.0,1.0,1.0,5
La Araucania,9.0,Teodoro Schmidt,9117.0,15786.0,22,17,6,7,2,11,10,9,10,3,3,3,3,9,20,12,32,43,15,19,10,46,25,15,22,51,32,26,19,17,18,40,33,24,38,50,55,53,46,38,82,48,23,34,12,10,4,11,2,1,-,2,1,-,1,12,6,9,33,14,21,11,8,5,4,4,2,5,20,33,125,134,214,170.0,125.0,74.0,51.0,17.0,9.0,9.0,3.0,10
La Araucania,9.0,Tolten,9118.0,10055.0,3,2,3,1,1,7,21,10,13,8,4,5,5,22,24,13,31,18,18,22,33,41,37,29,15,21,16,20,14,18,29,44,61,35,23,32,40,46,29,28,22,21,12,11,5,3,2,-,-,-,-,-,-,1,-,-,-,6,8,3,11,8,8,-,0,1,-,2,23,66,-,-,-,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
La Araucania,9.0,Vilcun,9119.0,30766.0,18,21,19,41,20,24,15,24,14,30,43,52,36,30,33,51,60,39,39,46,76,54,102,88,122,145,124,121,123,111,101,74,80,61,94,88,73,69,65,39,47,23,27,15,15,5,6,2,2,-,5,2,2,2,4,12,9,10,6,10,13,5,8,-,0,10,11,46,91,185,-,-,-,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
La Araucania,9.0,Villarrica,9120.0,59103.0,61,86,67,68,77,21,28,31,30,58,43,82,76,85,81,80,98,99,88,84,98,139,139,133,172,141,101,115,129,158,183,145,129,144,184,153,257,288,234,198,132,85,59,35,43,11,11,1,8,11,8,7,8,21,10,15,23,26,39,43,30,20,10,12,16,28,37,127,234,646,555,735,760,586.0,584.0,359.0,298.0,137.0,82.0,55.0,38.0,23
La Araucania,9.0,Cholchol,9121.0,12341.0,7,12,9,6,9,21,34,47,15,9,31,18,19,21,29,17,26,34,26,23,19,23,35,29,34,35,23,25,13,22,28,26,24,37,26,33,26,28,23,25,20,9,11,4,4,7,-,1,-,-,-,-,1,-,1,3,-,-,6,3,1,1,1,2,3,6,6,14,34,61,102,61,99,92.0,56.0,26.0,22.0,7.0,6.0,3.0,1.0,3
La Araucania,9.0,Angol,9201.0,56058.0,26,58,40,15,22,72,64,30,84,107,163,152,90,116,95,85,90,77,61,75,85,107,137,134,143,171,159,200,205,303,247,210,166,195,180,172,124,84,96,52,32,16,23,29,22,4,4,8,5,3,11,21,50,38,27,29,23,9,11,14,21,18,29,44,34,30,84,109,213,474,682,1008,878,707.0,567.0,461.0,334.0,157.0,97.0,72.0,30.0,18
La Araucania,9.0,Collipulli,9202.0,26148.0,10,29,9,10,26,29,23,10,15,15,8,40,20,15,6,18,32,47,66,53,88,81,86,79,84,97,69,64,76,101,104,106,76,57,77,96,92,67,76,57,35,8,8,3,5,12,7,3,-,-,8,9,5,4,1,2,6,12,15,15,10,24,16,8,11,10,20,32,74,249,286,350,305,291.0,225.0,195.0,127.0,78.0,57.0,29.0,15.0,9
La Araucania,9.0,Curacautin,9203.0,18178.0,-,-,2,4,12,30,10,6,6,12,2,8,5,15,39,69,26,21,18,13,10,17,23,35,43,42,14,51,36,39,42,32,36,33,32,33,32,28,35,21,34,7,5,-,2,7,15,8,10,1,-,1,1,-,1,2,4,2,4,1,3,5,2,-,0,1,1,13,25,42,-,-,-,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
La Araucania,9.0,Ercilla,9204.0,8458.0,18,8,4,1,1,1,5,-,4,7,10,4,4,2,4,9,4,9,17,16,13,38,23,38,39,67,21,39,24,37,66,48,35,38,25,48,35,38,16,19,13,9,8,-,6,1,-,1,-,-,1,-,-,3,4,5,1,-,-,1,1,4,1,-,1,3,7,3,14,40,77,121,125,96.0,66.0,39.0,35.0,19.0,11.0,8.0,1.0,2
La Araucania,9.0,Lonquimay,9205.0,11049.0,4,10,2,2,-,-,3,3,1,3,3,5,6,24,10,1,2,3,1,6,14,10,21,35,21,16,17,4,2,14,6,16,21,14,17,27,52,37,34,42,27,30,27,23,20,5,28,7,3,2,2,1,1,-,-,-,3,1,7,8,19,22,15,9,9,3,7,14,12,62,128,71,117,134.0,63.0,49.0,30.0,44.0,34.0,21.0,18.0,18
La Araucania,9.0,Los Sauces,9206.0,7517.0,2,12,1,-,2,3,14,8,14,62,6,9,28,8,9,9,5,10,17,8,12,19,43,44,24,37,21,18,9,25,20,47,39,41,20,35,33,45,32,21,7,4,2,7,1,1,-,-,-,-,1,-,1,1,1,1,1,-,10,4,5,-,3,-,1,6,1,5,9,33,72,107,160,135.0,76.0,56.0,22.0,9.0,12.0,12.0,7.0,6
La Araucania,9.0,Lumaco,9207.0,10050.0,5,4,1,5,10,6,12,16,12,9,45,33,34,39,32,38,24,17,19,26,22,34,34,57,59,54,41,50,23,47,51,21,12,17,10,15,17,26,14,13,14,15,1,2,3,1,6,9,6,2,-,1,1,-,3,3,4,-,1,1,3,-,-,-,2,4,1,9,3,14,59,58,137,70.0,77.0,51.0,34.0,23.0,4.0,5.0,2.0,0
La Araucania,9.0,Puren,9208.0,12188.0,2,-,1,8,1,6,7,2,2,17,11,5,20,5,11,23,30,23,19,32,20,19,29,17,7,17,35,20,8,30,33,24,44,18,27,13,7,2,4,6,17,23,8,3,4,2,1,2,1,-,-,3,2,-,-,-,-,5,15,3,6,3,2,-,0,5,9,13,68,147,-,-,-,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
La Araucania,9.0,Renaico,9209.0,10833.0,12,14,18,8,2,6,1,4,17,25,9,11,8,37,38,20,13,11,19,26,22,41,52,61,34,45,38,45,32,97,97,85,166,54,69,57,18,23,26,27,5,2,2,2,2,-,-,-,2,-,7,2,7,1,1,5,2,-,-,5,6,6,5,5,4,6,5,4,26,96,137,159,158,141.0,111.0,71.0,51.0,31.0,8.0,7.0,2.0,3
La Araucania,9.0,Traiguen,9210.0,19314.0,4,13,5,5,15,28,23,4,5,14,12,13,20,18,29,46,41,45,48,49,56,53,70,46,65,54,51,66,34,42,72,52,57,51,50,39,43,27,33,18,17,14,10,12,7,6,7,8,4,4,1,-,1,1,-,4,6,-,3,1,4,2,1,-,0,1,2,9,52,98,-,-,-,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
La Araucania,9.0,Victoria,9211.0,35467.0,26,17,26,34,14,36,31,18,36,37,27,47,37,58,147,140,139,96,89,88,112,110,80,84,94,130,76,89,77,144,148,161,210,134,109,73,79,61,57,45,25,15,14,9,8,13,5,7,11,2,-,2,4,5,4,4,11,4,18,9,13,2,7,12,16,6,21,26,89,263,324,532,460,377.0,270.0,219.0,183.0,72.0,36.0,27.0,15.0,15
Los Lagos,10.0,Puerto Montt,10101.0,269398.0,277,309,349,464,389,369,405,339,374,330,337,458,483,739,1213,1232,1272,1060,885,775,607,642,748,586,602,570,536,599,593,589,454,413,533,537,617,602,545,441,336,267,211,125,157,138,66,58,58,46,39,38,33,65,36,41,63,66,68,118,266,289,379,356,355,313,210,179,222,156,400,1732,3114,3688,3517,2904.0,2290.0,1524.0,1452.0,750.0,427.0,243.0,100.0,76
Los Lagos,10.0,Calbuco,10102.0,36744.0,25,47,49,80,129,80,105,131,74,78,56,77,71,153,245,241,276,235,159,140,104,81,100,97,72,75,50,117,69,60,37,30,42,80,125,128,94,101,33,27,28,17,17,10,25,5,8,1,1,-,2,3,8,9,6,9,6,27,43,77,88,106,70,62,52,34,31,40,45,153,343,453,314,437.0,248.0,223.0,116.0,57.0,42.0,17.0,8.0,7
Los Lagos,10.0,Cochamo,10103.0,4006.0,-,-,1,2,1,2,1,-,10,5,2,2,11,3,19,18,18,13,6,8,-,4,2,8,4,18,19,20,16,14,9,3,-,1,2,3,10,1,1,-,1,-,-,-,-,-,-,-,-,-,-,-,2,-,-,2,-,1,5,2,5,1,4,-,0,2,4,1,6,20,-,-,-,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Los Lagos,10.0,Fresia,10104.0,12656.0,36,34,16,10,4,7,11,2,12,10,26,20,23,21,59,83,79,74,56,31,27,36,18,21,13,7,15,31,23,14,14,15,37,31,42,37,12,7,18,12,5,9,9,4,5,18,6,3,1,3,1,1,-,-,-,-,1,1,7,8,5,5,18,17,9,14,18,15,18,48,91,134,83,154.0,80.0,86.0,44.0,29.0,14.0,5.0,2.0,4
Los Lagos,10.0,Frutillar,10105.0,20223.0,41,43,26,21,14,19,13,11,26,24,30,30,44,55,76,98,104,91,72,61,39,44,91,57,67,48,49,64,63,85,60,52,51,74,71,68,57,44,32,22,18,15,11,6,11,5,4,10,3,1,1,2,-,1,6,15,11,14,5,17,14,12,15,18,15,6,28,33,52,123,211,286,346,313.0,185.0,161.0,117.0,52.0,29.0,9.0,10.0,8
Los Lagos,10.0,Los Muermos,10106.0,17817.0,35,25,46,38,47,27,26,36,29,21,27,11,37,40,92,94,98,104,113,114,70,67,77,68,62,44,42,61,57,42,19,15,24,17,41,22,28,23,30,24,23,18,6,10,10,2,4,1,3,-,-,-,-,7,5,5,1,6,3,10,7,10,18,13,11,2,6,3,14,75,96,121,143,157.0,94.0,66.0,66.0,45.0,14.0,13.0,11.0,2
Los Lagos,10.0,Llanquihue,10107.0,18621.0,27,22,22,36,9,22,18,14,19,14,25,38,33,36,102,133,139,139,99,64,51,56,62,100,57,54,25,30,25,36,49,93,69,57,90,95,49,35,40,32,27,7,21,40,15,20,11,22,4,3,1,7,1,1,2,7,8,20,27,16,19,11,33,31,15,11,21,23,15,97,168,194,130,207.0,146.0,130.0,61.0,48.0,20.0,10.0,4.0,5
Los Lagos,10.0,Maullin,10108.0,14894.0,7,5,20,26,58,57,31,44,55,29,38,47,31,37,87,123,184,167,90,106,52,61,52,31,38,19,29,32,34,12,32,18,22,16,20,29,17,24,16,19,9,9,9,8,6,6,-,1,-,1,-,-,4,2,1,5,4,4,13,7,17,4,1,-,0,3,12,3,20,41,-,-,-,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Los Lagos,10.0,Puerto Varas,10109.0,48620.0,60,57,38,33,50,77,75,63,54,48,48,55,72,104,175,237,237,197,183,186,184,154,137,157,139,98,99,119,71,60,35,85,118,137,134,123,93,121,91,77,59,34,37,26,31,16,10,31,8,9,7,10,9,24,10,13,32,52,67,88,58,58,43,52,41,38,33,63,100,309,610,540,457,566.0,394.0,374.0,227.0,148.0,64.0,38.0,28.0,20
Los Lagos,10.0,Castro,10201.0,47607.0,10,12,28,52,103,60,59,72,56,40,40,43,60,99,155,212,248,218,163,157,139,118,136,109,101,80,84,103,75,75,82,102,127,170,199,139,136,119,97,63,45,29,29,39,20,19,10,18,16,9,1,8,8,17,23,22,51,41,49,46,37,51,33,35,40,23,26,44,99,330,584,816,641,739.0,535.0,340.0,281.0,139.0,54.0,19.0,16.0,14
Los Lagos,10.0,Ancud,10202.0,42458.0,21,14,15,27,42,80,115,74,68,55,62,58,75,92,191,199,215,176,138,95,114,170,132,135,122,129,73,78,53,110,146,125,158,195,209,171,113,78,59,36,17,19,15,4,16,17,20,10,2,4,10,4,12,5,4,8,15,20,18,29,28,13,14,30,5,14,14,33,77,189,500,475,365,387.0,324.0,168.0,114.0,47.0,22.0,13.0,7.0,6
Los Lagos,10.0,Chonchi,10203.0,16013.0,3,39,71,67,65,41,33,25,16,12,14,12,16,53,75,80,67,77,62,42,29,22,37,43,39,42,47,55,35,30,30,41,57,55,68,39,63,33,13,29,9,12,12,11,3,2,4,2,1,-,1,4,-,4,3,3,3,-,9,19,9,17,8,14,10,20,18,11,23,51,137,147,150,202.0,133.0,109.0,52.0,26.0,6.0,8.0,7.0,5
Los Lagos,10.0,Curaco de Velez,10204.0,4066.0,1,2,-,2,3,3,4,12,3,5,10,18,15,16,24,20,28,19,6,4,10,6,9,15,11,16,13,10,8,10,6,7,16,9,19,16,21,18,3,6,1,1,-,-,-,-,-,2,-,-,-,-,-,-,-,-,-,1,-,4,3,1,2,-,0,1,5,1,4,19,-,-,-,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Los Lagos,10.0,Dalcahue,10205.0,15069.0,1,9,13,31,42,26,22,27,7,15,26,27,38,43,107,101,138,98,75,34,21,39,12,30,25,38,41,35,23,20,26,52,57,88,90,69,58,35,32,19,16,4,14,8,4,1,4,4,2,5,1,1,-,3,2,-,8,3,8,4,7,15,10,8,6,8,10,13,15,97,189,294,254,217.0,107.0,86.0,55.0,23.0,16.0,9.0,9.0,6
Los Lagos,10.0,Puqueldon,10206.0,4201.0,1,3,5,3,9,26,21,20,7,3,2,6,8,21,23,24,28,15,6,7,4,8,11,23,15,13,8,14,21,13,1,3,8,33,29,37,33,14,33,31,17,3,1,3,10,6,10,8,6,6,5,-,-,-,-,-,1,1,3,1,4,2,-,-,0,4,-,14,3,19,-,-,-,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Los Lagos,10.0,Queilen,10207.0,5543.0,-,-,3,12,2,9,7,35,3,11,1,1,4,3,16,5,14,4,6,14,12,2,14,9,13,7,6,2,4,4,1,6,10,25,12,14,14,12,12,10,8,7,5,3,4,1,-,-,1,-,-,1,-,1,2,-,1,1,4,7,5,2,3,-,0,1,2,-,3,14,-,-,-,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Los Lagos,10.0,Quellon,10208.0,29309.0,4,21,44,15,13,5,8,17,12,43,22,20,23,88,220,238,456,188,91,74,44,25,25,38,31,23,35,34,47,50,33,35,40,55,63,48,46,74,29,40,36,19,20,9,6,8,8,7,7,3,7,7,7,6,3,3,5,16,8,14,22,21,12,-,0,27,38,24,122,279,-,-,-,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Los Lagos,10.0,Quemchi,10209.0,8783.0,1,5,18,15,20,9,22,23,14,20,9,15,12,16,53,41,35,54,39,21,11,29,42,29,15,20,15,27,12,23,23,14,23,45,67,39,29,13,7,3,1,1,-,1,-,4,-,1,2,1,-,-,1,1,1,-,1,1,-,-,8,6,4,3,2,4,16,14,18,22,75,76,104,147.0,99.0,59.0,36.0,19.0,12.0,1.0,3.0,1
Los Lagos,10.0,Quinchao,10210.0,8298.0,2,-,-,1,6,6,4,21,18,23,14,23,17,25,38,44,39,41,27,20,25,16,15,22,25,17,18,12,16,15,10,29,34,28,30,5,13,8,3,3,4,1,-,-,-,1,1,-,1,-,-,-,-,-,1,1,-,5,4,13,14,7,1,2,4,9,9,3,7,16,94,91,66,97.0,66.0,54.0,46.0,12.0,7.0,8.0,9.0,3
Los Lagos,10.0,Osorno,10301.0,173410.0,260,245,257,227,224,285,250,254,207,212,191,208,213,332,596,735,752,714,587,439,413,425,605,638,669,630,541,506,396,389,444,250,308,405,472,386,335,338,296,277,205,136,120,56,47,46,23,19,26,23,44,68,41,28,49,61,70,131,226,297,456,304,280,176,120,88,116,207,413,668,677,723,819,1057.0,1408.0,906.0,893.0,469.0,199.0,129.0,40.0,51
Los Lagos,10.0,Puerto Octay,10302.0,9192.0,5,11,12,5,7,19,12,15,13,3,9,8,18,21,46,59,43,19,17,12,8,11,14,18,18,10,29,20,12,8,10,15,13,22,31,18,20,9,17,7,16,4,2,8,7,8,22,8,3,-,-,1,-,1,1,23,17,7,8,12,34,29,21,12,7,2,16,15,27,37,34,42,31,43.0,68.0,56.0,58.0,20.0,18.0,11.0,2.0,0
Los Lagos,10.0,Purranque,10303.0,21080.0,20,56,68,62,47,22,20,24,30,26,47,65,61,51,84,64,70,78,100,63,57,33,64,90,53,95,69,74,64,73,46,38,53,66,120,69,64,46,25,24,33,24,14,9,4,7,1,15,6,16,6,1,1,1,3,1,18,7,8,15,31,21,19,17,11,9,7,7,15,67,42,41,60,56.0,81.0,77.0,76.0,40.0,20.0,7.0,2.0,0
Los Lagos,10.0,Puyehue,10304.0,11787.0,35,10,21,18,13,9,4,4,1,4,10,6,17,14,23,47,48,75,42,30,19,17,32,50,47,65,61,36,26,23,31,18,34,57,88,68,43,28,36,48,47,19,4,2,2,2,-,3,1,1,-,-,-,-,7,3,1,-,18,32,55,18,31,16,7,2,2,11,23,78,83,104,115,99.0,83.0,129.0,45.0,22.0,23.0,10.0,1.0,3
Los Lagos,10.0,Rio Negro,10305.0,14275.0,51,48,21,16,11,24,20,11,18,4,18,15,23,36,26,63,124,90,55,39,32,30,48,43,51,43,48,57,56,35,44,44,55,58,52,63,60,67,66,60,34,33,23,6,7,-,-,1,3,3,1,1,1,5,10,6,7,2,14,9,22,10,14,-,0,7,8,13,20,50,-,-,-,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Los Lagos,10.0,San Juan de la Costa,10306.0,7639.0,36,43,18,26,23,14,26,7,26,14,8,17,11,16,22,20,28,28,36,18,14,20,31,46,54,65,50,60,47,39,32,18,10,14,27,31,26,13,21,13,7,8,2,7,4,-,-,-,3,2,-,-,2,-,-,2,5,2,5,12,21,16,30,23,17,10,9,10,19,34,61,75,81,73.0,40.0,28.0,20.0,22.0,5.0,2.0,1.0,1
Los Lagos,10.0,San Pablo,10307.0,10553.0,16,18,24,23,20,7,15,8,10,5,13,17,14,28,36,39,43,50,37,40,31,33,26,43,54,55,27,46,58,43,45,14,16,30,47,36,19,13,29,22,10,16,6,3,1,-,5,2,2,2,11,1,2,2,2,10,11,25,25,27,32,21,20,19,12,6,8,8,23,96,153,152,162,136.0,124.0,118.0,88.0,39.0,38.0,11.0,6.0,4
Los Lagos,10.0,Chaiten,10401.0,5020.0,-,-,2,-,1,-,-,-,-,3,-,-,-,-,14,15,9,4,4,15,10,5,1,1,-,2,1,-,1,1,1,-,-,-,1,1,8,10,4,7,-,-,-,-,-,-,-,-,1,2,1,1,-,6,4,8,4,7,6,1,2,4,7,-,0,1,1,1,21,96,-,-,-,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Los Lagos,10.0,Futaleufu,10402.0,2806.0,-,-,-,1,-,-,-,-,-,-,-,-,-,-,1,-,4,3,-,-,3,6,4,16,4,9,1,1,-,-,-,-,-,-,-,-,1,1,-,-,-,6,2,-,-,-,-,-,-,-,-,5,-,-,3,5,5,14,27,13,3,2,1,-,0,-,1,2,3,36,-,-,-,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Los Lagos,10.0,Hualaihue,10403.0,9525.0,8,24,28,26,60,41,18,13,14,11,2,7,2,12,49,76,50,46,51,60,33,51,27,27,40,43,20,20,14,20,11,6,17,25,18,18,10,4,3,9,7,5,6,5,7,7,1,1,-,7,12,9,7,-,-,2,5,3,3,5,5,14,8,-,0,8,14,8,4,28,-,-,-,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Los Lagos,10.0,Palena,10404.0,1827.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,12,29,10,3,3,17,10,1,1,4,-,1,-,-,-,-,-,-,5,5,-,-,-,-,-,1,6,12,3,1,-,-,-,-,-,1,2,-,-,-,1,5,1,3,-,3,-,2,-,-,1,1,2,39,67,50,25,10.0,11.0,17.0,51.0,9.0,4.0,6.0,8.0,21
Aysen,11.0,Coyhaique,11101.0,61210.0,105,105,111,52,31,31,26,25,27,27,29,54,72,72,88,137,204,179,136,133,129,73,74,69,62,76,69,113,62,102,144,191,245,327,343,316,219,239,136,103,82,23,17,3,5,10,39,27,6,5,25,20,10,25,24,26,79,91,161,117,109,120,64,32,17,27,30,156,334,760,1062,1017,1025,778.0,527.0,415.0,409.0,196.0,100.0,62.0,62.0,61
Aysen,11.0,Lago Verde,11102.0,920.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,1,2,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,-,-,1,1,1,-,-,-,-,25,10,15,1.0,1.0,9.0,2.0,6.0,3.0,11.0,5.0,5
Aysen,11.0,Aysen,11201.0,25002.0,2,1,5,6,8,6,6,13,4,8,2,7,5,11,99,82,47,19,5,10,9,6,8,10,17,15,12,24,23,55,41,43,60,86,105,150,136,110,53,46,59,21,6,7,9,16,9,6,-,2,2,10,4,13,4,7,37,-,-,91,87,56,47,-,0,27,19,18,51,198,-,-,-,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Aysen,11.0,Cisnes,11202.0,5828.0,3,-,1,7,4,-,4,3,9,7,8,2,3,5,9,14,13,8,6,8,6,-,4,4,5,9,6,17,22,29,34,14,17,44,34,23,27,20,14,11,11,2,1,-,2,3,-,-,-,1,16,18,10,4,4,-,2,5,4,2,3,2,-,2,1,-,2,6,37,54,104,96,75,41.0,35.0,88.0,105.0,33.0,22.0,12.0,6.0,3
Aysen,11.0,Guaitecas,11203.0,1599.0,-,-,-,-,-,1,-,-,-,-,-,-,-,-,1,1,2,1,1,-,2,2,2,3,6,17,20,11,3,-,4,-,-,1,-,-,-,-,-,1,1,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,2,2,1,1,-,3,2,1,9,49,48,22,60.0,10.0,8.0,9.0,4.0,2.0,0.0,7.0,15
Aysen,11.0,Cochrane,11301.0,3685.0,2,1,-,-,-,-,-,-,1,2,-,-,22,24,10,9,8,3,3,-,5,9,5,5,5,1,2,2,1,11,4,1,1,21,15,21,24,26,8,8,8,-,-,-,-,-,-,-,-,-,-,-,2,-,1,1,1,-,3,1,1,1,1,3,11,1,-,8,114,137,93,74,54,32.0,39.0,21.0,23.0,40.0,10.0,10.0,0.0,6
Aysen,11.0,OHiggins,11302.0,661.0,-,-,-,-,-,-,-,-,-,-,-,-,1,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,29,13,14,18.0,6.0,15.0,4.0,3.0,1.0,3.0,0.0,0
Aysen,11.0,Tortel,11303.0,572.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,4,1,-,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,17,7,16,12,4.0,10.0,0.0,3.0,3.0,2.0,1.0,1.0,0
Aysen,11.0,Chile Chico,11401.0,5121.0,1,0,6,3,1,-,-,2,-,-,1,1,22,15,12,19,5,5,3,5,5,-,2,2,6,13,10,15,8,2,1,2,3,13,12,30,21,9,12,6,5,1,4,1,-,-,1,-,-,2,3,13,7,3,4,1,2,10,8,2,3,2,5,14,14,7,13,18,42,98,110,86,76,62.0,30.0,19.0,37.0,17.0,10.0,5.0,2.0,2
Aysen,11.0,Rio Ibanez,11402.0,2699.0,3,2,-,-,-,-,-,-,-,-,-,-,-,-,1,2,2,-,-,-,-,-,1,1,3,-,3,11,7,-,1,-,3,3,2,7,20,16,2,-,1,-,1,-,-,-,-,-,-,-,-,1,-,1,5,-,-,-,-,-,-,-,-,-,0,-,-,-,-,32,-,-,-,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Magallanes y la Antartica,12.0,Punta Arenas,12101.0,141984.0,943,677,377,344,321,329,293,327,394,343,369,387,360,471,679,483,542,523,521,420,397,371,331,285,232,249,205,402,499,569,563,490,431,357,245,215,152,132,87,100,55,25,18,17,17,28,26,14,2,6,4,1,7,6,10,24,33,55,55,55,55,55,76,115,86,55,55,55,55,2153,2000,1386,1057,867.0,722.0,796.0,881.0,564.0,346.0,166.0,137.0,204
Magallanes y la Antartica,12.0,Laguna Blanca,12102.0,264.0,1,-,3,-,2,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,2,-,-,-,-,-,-,-,-,3,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,4,-,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Magallanes y la Antartica,12.0,Rio Verde,12103.0,211.0,-,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,1,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,1,1,1,-,-,0,1,1,1,1,1,-,-,-,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
